,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
122,955,987,sidewalk,Copinette,Copine 891 INC,Copinette,891,1st Ave,Manhattan,10022,"891 1st Ave, Manhattan, NY",06/19/2020,40.753978000000004,-73.96609699999999,Turtle Bay-East Midtown
123,960,992,roadway,Dorrians redhand,1616 second ave restaurant,1616 second ave restaurant,1-1546-49,1616 second ave,Manhattan,10028,"1-1546-49 1616 second ave, Manhattan, NY",06/19/2020,,,
124,967,999,both,Serafina 61st,Sofia 61 Street Corp,Sofia 61 Street Corp,33,East 61 street,Manhattan,10065,"33 East 61 street, Manhattan, NY",06/19/2020,40.764703000000004,-73.97014899999999,Upper East Side-Carnegie Hill
125,977,1009,both,Morning Star Cafe,Morningstar Café Inc,Morningstar Café Inc,949,2nd Ave,Manhattan,10022,"949  2nd Ave, Manhattan, NY",06/19/2020,40.755121,-73.968356,Turtle Bay-East Midtown
126,994,1026,sidewalk,Come Prima Ristorante,s&d dining group llc,s&d dining group llc,903,903 Madison Avenue,Manhattan,10021,"903  903 Madison Avenue, Manhattan, NY",06/19/2020,,,
127,995,1027,sidewalk,The Capital Grille,Capital Grille Holdings,Capital Grille Holdings,155,East 42nd Street,Manhattan,10017,"155 East 42nd Street , Manhattan, NY",06/19/2020,40.751181,-73.97540699999999,Turtle Bay-East Midtown
128,996,1028,both,Joanne Trattoria,"Second Wind Restaurant, LLC",Joanne Trattoria,70,West 68th Street,Manhattan,10023,"70 West 68th Street, Manhattan, NY",06/19/2020,40.774512,-73.979875,Lincoln Square
129,997,1029,both,da gennaro,akram restaurant management inc,da gennaro restaurant,129,mulberry,Manhattan,10013,"129 mulberry, Manhattan, NY",06/19/2020,,,
130,1000,1032,both,Kurant,Babic 1091 INC,Kurant,1091,2nd Ave,Manhattan,10022,"1091 2nd Ave, Manhattan, NY",06/19/2020,40.759648999999996,-73.965058,Turtle Bay-East Midtown
131,1003,1035,both,ASHOKA,SHIVHARI. Inc,ASHOKA,489,Columbus Avenue,Manhattan,10024,"489  Columbus Avenue , Manhattan, NY",06/19/2020,40.784875,-73.97334000000001,Upper West Side
132,1004,1036,both,Rothschild TLV,East Side Spirit Inc,Rothschild TLV,1129,Lexington Avenue,Manhattan,10075,"1129 Lexington Avenue , Manhattan, NY",06/19/2020,40.774512,-73.959209,Upper East Side-Carnegie Hill
133,1012,1044,sidewalk,pita grill,pitagrillnyc corp,pitagrillnyc corp,1083,2nd ave,Manhattan,10022,"1083 2nd ave, Manhattan, NY",06/19/2020,40.759462,-73.96519599999999,Turtle Bay-East Midtown
134,1014,1046,both,Osteria Nando,Nacada LLC,Osteria Nando,1589,2nd Avenue,Manhattan,10028,"1589  2nd Avenue, Manhattan, NY",06/19/2020,40.775589000000004,-73.953424,Yorkville
135,1015,1047,both,LA TRAVIATA PIZZA,WEST 68TH STREET PIZZA CORP,WEST 68TH STREET PIZZA CORP,101 WEST,68 STREET,Manhattan,10023,"101 WEST 68 STREET, Manhattan, NY",06/19/2020,40.774949,-73.980861,Lincoln Square
136,1024,1056,sidewalk,Yara,Midtown Eats LLC / Yara,Yara,319 E,53rd Street,Manhattan,10022,"319 E  53rd Street , Manhattan, NY",06/19/2020,40.75649,-73.966489,Turtle Bay-East Midtown
137,1033,1065,both,FERRARA BAKERY & CAFE INC,FERRARA FOODS & CONFECTIONS,FERRARA FOODS & CONFECTIONS,195-197,GRAND STREET,Manhattan,10013,"195-197  GRAND STREET, Manhattan, NY",06/19/2020,40.71921,-73.99699100000001,SoHo-TriBeCa-Civic Center-Little Italy
138,1047,1079,both,Treadwell Park,Treadwell Park LLC,Treadwell Park,1125,First Avenue,Manhattan,10065,"1125 First Avenue, Manhattan, NY",06/19/2020,40.761247,-73.960791,Lenox Hill-Roosevelt Island
139,1049,1081,roadway,Madison & Vine,"Madison & Vine, LLC","Madison & Vine, LLC",299,Madison Avenue,Manhattan,10017,"299 Madison Avenue, Manhattan, NY",06/19/2020,40.752101,-73.979416,Murray Hill-Kips Bay
140,1055,1087,both,Gran Morsi,Brick NYC Restaurant LLC,Brick NYC Restaurant LLC,22,Warren Street,Manhattan,10007,"22  Warren Street, Manhattan, NY",06/19/2020,40.714058,-74.007719,SoHo-TriBeCa-Civic Center-Little Italy
141,1058,1090,both,Serafina Fabulous Pizza,Sofia Fabulous Pizza,Sofia Fabulous Pizza Corp,1022,Madison Avenue,Manhattan,10075,"1022 Madison Avenue, Manhattan, NY",06/19/2020,40.776004,-73.962367,Upper East Side-Carnegie Hill
142,1063,1095,both,Sinigual,"FM Restaurants Signature OpCo, LLC",Xperience Restaurant Group,640,3rd Ave,Manhattan,10017,"640 3rd Ave, Manhattan, NY",06/19/2020,40.750204,-73.974869,Murray Hill-Kips Bay
143,1074,1106,both,AMMA,Anjdev Enterprises Inc,AMMA,246,East 51st street,Manhattan,10022,"246  East 51st street, Manhattan, NY",06/19/2020,40.755990999999995,-73.96924399999999,Turtle Bay-East Midtown
144,1075,1107,both,Caffe Buon Gusto,Safi-G Inc.,Caffe Buon Gusto,236,E 77th st,Manhattan,10075,"236 E 77th st, Manhattan, NY",06/19/2020,40.772574,-73.957351,Lenox Hill-Roosevelt Island
145,1095,1127,roadway,Bistro Le Steak,75TH & 3RD CORP.,BISTRO LE STEAK,1309,75TH STREET,Manhattan,10021,"1309 75TH STREET, Manhattan, NY",06/19/2020,,,
146,1096,1128,sidewalk,Daniels Coffee and more,DKL ENTERPRISES LLC,Daniels Coffee and More,1050,3rd ave,Manhattan,10065,"1050  3rd ave, Manhattan, NY",06/19/2020,40.763529999999996,-73.965154,Upper East Side-Carnegie Hill
147,1245,1277,both,Polpette 71,Nichl due Inc,Polpette 71,71,71 W 71st Street,Manhattan,10023,"71  71 W 71st Street, Manhattan, NY",06/19/2020,,,
148,1116,1148,both,abaita,abaita 49 east llc,abaita,145,49th street,Manhattan,10017,"145 49th street, Manhattan, NY",06/19/2020,,,
149,1124,1156,both,Parnells Pub,John Phil Tavern Corp,Parnells Pub,350,East 53rd street,Manhattan,10022,"350  East 53rd street , Manhattan, NY",06/19/2020,40.756245,-73.965959,Turtle Bay-East Midtown
150,1128,1160,sidewalk,"FGNY 690 THIRD AVE, LLC","FGNY 690 THIRD AVE, LLC",Five Guys,690,Third Avenue,Manhattan,10017,"690 Third Avenue, Manhattan, NY",06/19/2020,40.751776,-73.97372800000001,Turtle Bay-East Midtown
151,1129,1161,roadway,Made in New York Pizza,421 Amsterdam Pizza Corp,Made in New York Pizza,421,Amsterdam Avenue,Manhattan,10024,"421 Amsterdam Avenue, Manhattan, NY",06/19/2020,40.783965,-73.977713,Upper West Side
152,1136,1168,roadway,Garret Nolita,"Cherry Lane, Inc.",Garret Nolita,349,Broome Street,Manhattan,10013,"349  Broome Street, Manhattan, NY",06/19/2020,40.719753000000004,-73.994996,SoHo-TriBeCa-Civic Center-Little Italy
153,1161,1193,both,Sixty Hospitality LLC,Sixty Hospitality LLC,Avra Madison,14,East 60th Street,Manhattan,10022,"14 East 60th Street, Manhattan, NY",06/19/2020,40.764379999999996,-73.971362,Upper East Side-Carnegie Hill
154,1162,1194,sidewalk,Sel et poivre restaurant,Ottakring inc,Sel et poivre restaurant,853,Lexington ave,Manhattan,10065,"853 Lexington ave, Manhattan, NY",06/19/2020,40.765668,-73.965662,Upper East Side-Carnegie Hill
155,1174,1206,roadway,CHÂTEAU 49,BARREL 1005 CORP,CHÂTEAU 49,924,SECOND AVENUE,Manhattan,10022,"924  SECOND AVENUE, Manhattan, NY",06/19/2020,40.754341,-73.968898,Turtle Bay-East Midtown
156,1178,1210,sidewalk,McDonald's Restaurant,Mc Conner street Holding LLC,Mc Conner street Holding LLC,2049,Broadway,Manhattan,10023,"2049  Broadway, Manhattan, NY",06/19/2020,40.777688,-73.982347,Lincoln Square
157,1185,1217,sidewalk,Celeste Restaurant,Romagica Corp,Romagica Corp,502,Amsterdam,Manhattan,10024,"502 Amsterdam, Manhattan, NY",06/19/2020,,,
158,1191,1223,both,967 LEXINGTON AVENUE CORP,967 LEXINGTON AVENUE CORP,BELLA BLU,967,LEXINGTON AVE,Manhattan,10021,"967  LEXINGTON AVE, Manhattan, NY",06/19/2020,40.769290000000005,-73.963021,Upper East Side-Carnegie Hill
159,1201,1233,both,Chillhouse,Chillhouse 75 LLC,Chillhouse,75,Varick Street,Manhattan,10013,"75 Varick Street, Manhattan, NY",06/19/2020,40.723217,-74.006227,SoHo-TriBeCa-Civic Center-Little Italy
160,1205,1237,sidewalk,draught 55,3kad llc,draught 55,245,east 55th street,Manhattan,10022,"245  east 55th street, Manhattan, NY",06/19/2020,40.758518,-73.967434,Turtle Bay-East Midtown
161,1211,1243,both,Serafina 77th,Serafina 77 West LLC,Serafina 77 West LLC,2178,Broadway,Manhattan,10024,"2178  Broadway , Manhattan, NY",06/19/2020,40.782362,-73.98084,Upper West Side
162,1233,1265,sidewalk,Tri Dim Shanghai,Ding Feng Enterprise LLC,Tri Dim Shanghai,1378,3rd ave,Manhattan,10075,"1378  3rd ave, Manhattan, NY",06/19/2020,40.773845,-73.957628,Upper East Side-Carnegie Hill
163,1240,1272,both,Pepolino,P.E.C Group LTD,pepolino DBA,281,281 West Broadway,Manhattan,10013,"281 281 West Broadway, Manhattan, NY",06/19/2020,,,
164,1252,1284,both,Flipper's,Flippers NYC LLC,Flippers,337,W broadway,Manhattan,10013,"337 W broadway, Manhattan, NY",06/19/2020,40.722564,-74.00360400000001,SoHo-TriBeCa-Civic Center-Little Italy
165,1253,1285,sidewalk,Wing Bistro,Jmtj corp,Wing bistro,1109,1st avenue,Manhattan,10065,"1109  1st avenue, Manhattan, NY",06/19/2020,40.760704,-73.96119200000001,Lenox Hill-Roosevelt Island
166,1260,1292,sidewalk,Kana tapas bar,Riomar corporation,Riomar corporation,324,Spring street,Manhattan,10013,"324 Spring street, Manhattan, NY",06/19/2020,40.726,-74.00930100000001,SoHo-TriBeCa-Civic Center-Little Italy
167,1268,1300,sidewalk,Gregorys Coffee,GG Coffee and Bakery LLC,GG Coffee and Bakery LLC,12,East 46th St,Manhattan,10017,"12 East 46th St, Manhattan, NY",06/19/2020,40.755741,-73.978358,Midtown-Midtown South
168,1269,1301,both,Tarallucci e Vino,IL Rifugio INC,Tarallucci e Vino,475,Columbus Ave,Manhattan,10024,"475 Columbus Ave, Manhattan, NY",06/19/2020,40.784380999999996,-73.973697,Upper West Side
169,1271,1303,roadway,Gebhard's Beer Culture,"MTGebhard, LLC",Gebhard's Beer Culture,228,West 72nd st,Manhattan,10023,"228 West 72nd st, Manhattan, NY",06/19/2020,40.779140000000005,-73.982907,Lincoln Square
170,1272,1304,sidewalk,Tri Dim West,Ding Feng Enterprise II LLC,Tri Dim West,467,Columbus Ave,Manhattan,10024,"467  Columbus Ave, Manhattan, NY",06/19/2020,40.784159,-73.97386,Upper West Side
171,1276,1308,roadway,JACQUES BRASSERIE,BEARNOAH CORP,JACQUES BRASSERIE,204,EAST 85TH STREET,Manhattan,10028,"204  EAST 85TH STREET , Manhattan, NY",06/19/2020,40.777963,-73.95409000000001,Yorkville
172,1280,1312,sidewalk,Unos Chicago Grill,Unos Chicago Grill,Unos Chicago Grill,432,Columbus Avenue,Manhattan,10024,"432 Columbus Avenue, Manhattan, NY",06/19/2020,40.783061,-73.974684,Upper West Side
173,1281,1313,both,dr clark,Winnie's NYC LLC,Dr Clark,104,Bayard Street,Manhattan,10013,"104 Bayard Street, Manhattan, NY",06/19/2020,40.716108,-73.999848,Chinatown
174,1285,1317,sidewalk,Boqueria,"Boqueria UES, LLC",Boqueria,1460,2nd Ave,Manhattan,10075,"1460 2nd Ave, Manhattan, NY",06/19/2020,40.771577,-73.956326,Lenox Hill-Roosevelt Island
175,1287,1319,sidewalk,Madison Restaurant,965 FIRST REST. CORP.,MADISON RESTAURANT,965,1ST AVENUE,Manhattan,10022,"965 1ST AVENUE, Manhattan, NY",06/19/2020,40.755855,-73.964725,Turtle Bay-East Midtown
176,1291,1323,sidewalk,Canal Street Market,Goods & Carriage LLC,Canal Street Market,261 -267,Canal Street,Manhattan,10013,"261 -267 Canal Street, Manhattan, NY",06/19/2020,40.718721,-74.000924,SoHo-TriBeCa-Civic Center-Little Italy
177,1294,1326,sidewalk,Boqueria,"Boqueria UES, LLC",Boqueria,1460,2nd Ave,Manhattan,10075,"1460 2nd Ave, Manhattan, NY",06/19/2020,40.771577,-73.956326,Lenox Hill-Roosevelt Island
178,1301,1333,both,Sushi You,246 Mieko Inc.,Sushi You,246,East 51st Street,Manhattan,10022,"246 East 51st Street, Manhattan, NY",06/19/2020,40.755990999999995,-73.96924399999999,Turtle Bay-East Midtown
179,1306,1338,sidewalk,Alacarte Istanbul,Kardesler LLC,Kardesler LLC,1405,Second Avenue,Manhattan,10021,"1405  Second Avenue, Manhattan, NY",06/19/2020,40.769681,-73.957735,Lenox Hill-Roosevelt Island
180,1315,1347,both,8th Hill Restaurant,8th Hill INC,8th Hill Inspired Mediterranean Cuisine,359,Columbus Avenue,Manhattan,10024,"359  Columbus Avenue, Manhattan, NY",06/19/2020,40.780542,-73.97649,Upper West Side
181,1324,1356,sidewalk,JACQUES BRASSERIE,BEAR NOAH CORP,BEAR NOAH CORP,204,85TH STREET,Manhattan,10028,"204 85TH STREET , Manhattan, NY",06/19/2020,,,
182,1332,1364,roadway,Doc Watsons,1490 Restaurant Inc,1490 Restaurant Inc,1490,Second Avenue,Manhattan,10075,"1490  Second Avenue, Manhattan, NY",06/19/2020,40.772422,-73.955708,Lenox Hill-Roosevelt Island
183,1338,1370,both,Motorino,Motorino 3 inc,Motorino,510,Columbus,Manhattan,10024,"510 Columbus, Manhattan, NY",06/19/2020,,,
184,1351,1383,both,Maryanns 353 Mex Inc,Zona Tribeca Mezcaleria,Astoria Boulevard Restaurant Group LTD,353,Greenwich Street,Manhattan,10013,"353  Greenwich Street, Manhattan, NY",06/19/2020,40.718699,-74.010408,SoHo-TriBeCa-Civic Center-Little Italy
185,1362,1394,both,CLGM INC,CLGM INC,YEFSI ESTIATORIO,1481,YORK AVE,Manhattan,10075,"1481 YORK AVE, Manhattan, NY",06/19/2020,40.771029,-73.950712,Lenox Hill-Roosevelt Island
186,1369,1401,both,Afghan kebab 2,Mac’s Afghan Kebab inc,Afghan kebab 2,1345,2nd avenue,Manhattan,10021,"1345 2nd avenue, Manhattan, NY",06/19/2020,40.767982,-73.958978,Lenox Hill-Roosevelt Island
187,1379,1411,both,Barolo east,Barolo East,Carcaman inc,214 e,49th street,Manhattan,10017,"214 e  49th street , Manhattan, NY",06/19/2020,40.754951,-73.970663,Turtle Bay-East Midtown
188,1390,1422,roadway,Deux Amis,"Thafath, Inc.",Deux Amis,356,East 51st Street,Manhattan,10022,"356 East 51st Street, Manhattan, NY",06/19/2020,40.754853999999995,-73.966544,Turtle Bay-East Midtown
189,1396,1428,both,fuel,midtown eatery inc,fuel,133,east 45th,Manhattan,10017,"133  east 45th, Manhattan, NY",06/19/2020,,,
190,1398,1430,both,Altesi Ristorante,Alfa 64 Inc.,Altesi Ristorante,26 East,64 Street,Manhattan,10065,"26 East 64 Street, Manhattan, NY",06/19/2020,40.76688,-73.969535,Upper East Side-Carnegie Hill
191,1409,1441,roadway,Bistro Le Steak,75TH & 3RD CORP.,BISTRO LE STEAK,1309,3RD AVENUE,Manhattan,10021,"1309 3RD AVENUE, Manhattan, NY",06/19/2020,40.7716,-73.959239,Lenox Hill-Roosevelt Island
192,1426,1458,both,"La Goulue 61, LLC","La Goulue 61, LLC",La Goulue,29,East 61st Street,Manhattan,10065,"29 East 61st Street, Manhattan, NY",06/19/2020,40.764728000000005,-73.97020699999999,Upper East Side-Carnegie Hill
193,1427,1459,both,CMR REST CORP,CRM REST CORP,ELLA NYC,249,COLUMBUS AVE,Manhattan,10023,"249 COLUMBUS AVE, Manhattan, NY",06/19/2020,40.777065,-73.979033,Lincoln Square
194,1433,1465,both,Serafina Tribeca,Serafina Tribeca Restaurant LLC,Serafina Tribeca Restaurant LLC,95,West Broadway,Manhattan,10007,"95  West Broadway, Manhattan, NY",06/19/2020,40.715589,-74.00916600000001,SoHo-TriBeCa-Civic Center-Little Italy
195,1439,1471,both,CHÂTEAU 49,BARREL 1005 CORP,CHÂTEAU 49,924,SECOND AVENUE,Manhattan,10022,"924 SECOND AVENUE, Manhattan, NY",06/19/2020,40.754341,-73.968898,Turtle Bay-East Midtown
196,1441,1473,both,CMR REST CORP,CMR REST CORP,ELLA NYC,249,COLUMBUS AVE,Manhattan,10023,"249 COLUMBUS AVE, Manhattan, NY",06/19/2020,40.777065,-73.979033,Lincoln Square
197,1443,1475,both,Anejo Tribeca,Anejo Tribeca Restaurant LLC,Anejo Tribeca,301,Church St,Manhattan,10013,"301 Church St , Manhattan, NY",06/19/2020,40.719322,-74.00447,SoHo-TriBeCa-Civic Center-Little Italy
198,1444,1476,sidewalk,Blank Slate Coffee + Kitchen (Midtown),Midtown Kitchen LLC,Blank Slate Coffee + Kitchen,941,2nd Avenue,Manhattan,10022,"941 2nd Avenue, Manhattan, NY",06/19/2020,40.754789,-73.968598,Turtle Bay-East Midtown
199,1458,1490,both,Thai At Lex,Num Ngern Group INC,Thai At Lex,1244,Lexington Ave,Manhattan,10028,"1244  Lexington Ave, Manhattan, NY",06/19/2020,40.778038,-73.956661,Upper East Side-Carnegie Hill
200,1496,1528,sidewalk,Trattoria iL Gusto Wine Bar,GFC Rest inc,Trattoria il gusto wine bar,625,Columbus Ave,Manhattan,10024,"625  Columbus Ave , Manhattan, NY",06/19/2020,40.789285,-73.97012,Upper West Side
201,1497,1529,both,Boka,Public Market Inc,Public Market Inc,410,Amsterdam ave,Manhattan,10024,"410  Amsterdam ave, Manhattan, NY",06/19/2020,40.783589,-73.978016,Upper West Side
202,1505,1537,both,Pescatore Restaurant,EVOO GROUP LLC,Pescatore Restaurant,955,2nd avenue,Manhattan,10022,"955  2nd avenue , Manhattan, NY",06/19/2020,40.755266,-73.968251,Turtle Bay-East Midtown
203,1506,1538,both,piacere,piacere enterprises llc,piacere enterprises llc,351,broome street,Manhattan,10013,"351 broome street, Manhattan, NY",06/19/2020,40.719784000000004,-73.995076,SoHo-TriBeCa-Civic Center-Little Italy
204,1507,1539,both,La Goulue 61 LLC,La Goulue 61 LLC,La Goulue 61,29,East 61 Street,Manhattan,10065,"29  East 61 Street, Manhattan, NY",06/19/2020,40.764728000000005,-73.97020699999999,Upper East Side-Carnegie Hill
205,1511,1543,both,PIERRE LOTI MIDTOWN,KAZO INC,KAZO INC,3001/2 E,52nd street,Manhattan,10022,"3001/2 E  52nd street , Manhattan, NY",06/19/2020,40.755977,-73.96725500000001,Turtle Bay-East Midtown
206,1517,1549,sidewalk,Ollies To Go,Ollies 44 LLC,Ollies To Go,307,East 77th St,Manhattan,10075,"307 East 77th St, Manhattan, NY",06/19/2020,40.771837,-73.95555300000001,Lenox Hill-Roosevelt Island
207,1520,1552,both,Deux Amis,Thafath Inc,Thafath Inc,356,East 51st Street,Manhattan,10022,"356 East 51st Street, Manhattan, NY",06/19/2020,40.754853999999995,-73.966544,Turtle Bay-East Midtown
208,1523,1555,sidewalk,Pera,BK Restaurant Partners LLC,Pera,303,Madison Avenue,Manhattan,10017,"303 Madison Avenue, Manhattan, NY",06/19/2020,40.752337,-73.979615,Murray Hill-Kips Bay
209,1542,1574,sidewalk,Bohemian Spirit Restaurant,"AMBI New York, LLC.",Bohemian Spirit Restaurant,321 E,73rd Street,Manhattan,10021,"321 E 73rd Street, Manhattan, NY",06/19/2020,40.769197999999996,-73.957169,Lenox Hill-Roosevelt Island
210,1557,1589,roadway,Sido Falafel and More,Classic Food Inc.,Classic Food Inc.,267,72nd,Manhattan,10023,"267  72nd, Manhattan, NY",06/19/2020,,,
211,1564,1596,sidewalk,Soho Thai,K & k Grand corp,Soho Thai,141,Grand street,Manhattan,10013,"141  Grand street , Manhattan, NY",06/19/2020,40.720248,-73.999502,SoHo-TriBeCa-Civic Center-Little Italy
212,1574,1606,roadway,The Gin Mill,442 Amsterdam Rest. Corp.,The Gin Mill,442,Amsterdam Ave.,Manhattan,10024,"442 Amsterdam Ave., Manhattan, NY",06/19/2020,40.784662,-73.977236,Upper West Side
213,1597,1629,sidewalk,mido,joa restaurant inc.,mido,612,amsterdam ave,Manhattan,10024,"612 amsterdam ave, Manhattan, NY",06/19/2020,40.790005,-73.973334,Upper West Side
214,1600,1632,both,Alcala Restaurant,"246 E 44th Restaurant, Inc.",Alcala Restaurant,246,E 44th St.,Manhattan,10017,"246 E 44th St. , Manhattan, NY",06/19/2020,40.751606,-73.972436,Turtle Bay-East Midtown
215,1601,1633,sidewalk,Club A Steakhouse,Bruno & Sons Inc,Club A Steakhouse,240,East 58th Street,Manhattan,10022,"240 East 58th Street, Manhattan, NY",06/19/2020,40.760483,-73.966014,Turtle Bay-East Midtown
216,1611,1643,both,1803,BALCONY CAFE INC,1803,78-82,READE STREET,Manhattan,10007,"78-82 READE STREET, Manhattan, NY",06/19/2020,40.715227,-74.00707,SoHo-TriBeCa-Civic Center-Little Italy
217,1612,1644,both,Jukai,Jukai NY LLC,Jukai NY LLC,237,53rd Street,Manhattan,10022,"237  53rd Street , Manhattan, NY",06/19/2020,,,
218,1630,1662,both,Sweetcatch Poke,FSV POKE 3 (GRAND CENTRAL) LLC,Sweetcatch Poke,100,Park Ave,Manhattan,10017,"100 Park Ave, Manhattan, NY",06/19/2020,40.751,-73.978504,Murray Hill-Kips Bay
219,1635,1667,roadway,Good Enough to Eat,520 Columbus Ave LTD,Good Enough to Eat,520,Columbus Ave,Manhattan,10024,"520 Columbus Ave , Manhattan, NY",06/19/2020,40.785911999999996,-73.972606,Upper West Side
220,1645,1677,both,Lekka Burger,Lekka Burger LLC,Lekka Burger,81,81 Warren Street,Manhattan,10007,"81  81 Warren Street, Manhattan, NY",06/19/2020,,,
221,1646,1678,roadway,Brad's Burers,BarJer Corporation,Brad's Burgers and BBQ,522,Columbus Ave,Manhattan,10024,"522  Columbus Ave, Manhattan, NY",06/19/2020,40.785964,-73.972566,Upper West Side
222,1650,1682,roadway,Good Enough to Eat,520 Columbus Ave LTD,Good Enough to Eat,520,Columbus Ave,Manhattan,10024,"520  Columbus Ave, Manhattan, NY",06/19/2020,40.785911999999996,-73.972606,Upper West Side
223,1656,1688,roadway,Harvest Kitchen,72nd & Columbus Restaurant LLC,Harvest Kitchen,269,Columbus Ave,Manhattan,10023,"269  Columbus Ave, Manhattan, NY",06/19/2020,40.777778000000005,-73.97851700000001,Lincoln Square
224,1673,1705,both,Up Thai,Japika Group Corp,Up Thai,1411,2 Avenue,Manhattan,10021,"1411 2 Avenue, Manhattan, NY",06/19/2020,40.769829,-73.957627,Lenox Hill-Roosevelt Island
225,1684,1716,sidewalk,Famous Famiglia,David elli inc,Famous Famiglia,1248,Lexington,Manhattan,10028,"1248  Lexington , Manhattan, NY",06/19/2020,,,
226,1691,1723,sidewalk,Kool Bloo,117 Avenue of Americas Food Corp,Kool Bloo,117,Ave of Americas,Manhattan,10013,"117  Ave of Americas, Manhattan, NY",06/19/2020,40.723807,-74.00473000000001,SoHo-TriBeCa-Civic Center-Little Italy
227,1718,1750,both,Tacombi,Tacos Los Vaqueros LLC,Tacombi,377,Amsterdam Avenue,Manhattan,10024,"377 Amsterdam Avenue, Manhattan, NY",06/19/2020,40.782565000000005,-73.978739,Upper West Side
