restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,income_level
glorietta baldy,502 franklin ave llc,glorietta baldy,502,franklin avenue,Brooklyn,11238,"502 franklin avenue, Brooklyn, NY",6/22/2020,40.681502,-73.955754,mid_income
House of Thai,TJH MAHASARN LLC,House of Thai,2501,40th Ave,Queens,11101,"2501 40th Ave, Queens, NY",6/22/2020,40.753434,-73.937818,mid_income
Elsayed III Corp,Elsayed III Corp,Horus Cafe,293,E 10th Street,Manhattan,10009,"293  E 10th Street, Manhattan, NY",6/22/2020,40.727706,-73.981874,mid_income
Ruffian Wine Bar,"PJC Restaurant, LLC",Ruffian Wine Bar,125,E 7th St,Manhattan,10009,"125  E 7th St, Manhattan, NY",6/22/2020,40.726386,-73.984309,mid_income
Bellwether,ME7782 LLC,Bellwether,4725,Vernon Blvd,Queens,11101,"4725  Vernon Blvd, Queens, NY",6/22/2020,40.744902,-73.953362,mid_income
hupo,shuang inc,hupo,44111,50th Ave,Queens,11101,"10-07 50th Ave, Queens, NY",6/22/2020,40.742649,-73.953656,mid_income
Dive Bar LIC,"Wolfe L.I.C., INC",Dive Bar LIC,33-10,36th Avenue,Queens,11375,"33-10 36th Avenue, Queens, NY",6/22/2020,40.755745,-73.92798,mid_income
No. 7 Restaurant,No. 7 Restaurant LLC,No. 7 Restaurant,7,Greene Avenue,Brooklyn,11238,"7 Greene Avenue, Brooklyn, NY",6/22/2020,40.685874,-73.972961,mid_income
Ode to Babel,Aleim Adorn Inc.,Ode to Babel,772,Dean Street,Brooklyn,11238,"772 Dean Street, Brooklyn, NY",6/22/2020,40.679474,-73.964574,mid_income
Alphabet City Beer Co.,Alphabet City Beer Co.,ABC Beer Co.,96,Avenue C,Manhattan,10009,"96 Avenue C, Manhattan, NY",6/22/2020,40.723764,-73.979079,mid_income
Screamers Pizzeria,Champs Jr Inc,Screamers Pizzeria,685,franklin ave,Brooklyn,11238,"685  franklin ave, Brooklyn, NY",6/22/2020,40.675225,-73.95631,mid_income
Doha,Pa Chango INC,DOHA,38-34,31st Street,Queens,11101,"38-34 31st Street, Queens, NY",6/22/2020,40.753362,-73.932379,mid_income
PACKARD CAFE,CAFE ON CRESCENT INC,PACKARD CAFE,41-34C,CRESCENT STREET,Queens,11101,"41-34C CRESCENT STREET, Queens, NY",6/22/2020,40.751739,-73.939567,mid_income
LE MIU CORP,LE MIU CORP,LE MIU CORP,107,AVENUE A,Manhattan,10009,"107 AVENUE A, Manhattan, NY",6/22/2020,40.725912,-73.983649,mid_income
a,Avenue Cafe,Avenue Cafe,35-27,30th Avenue,Queens,11357,"35-27 30th Avenue, Queens, NY",6/22/2020,40.765276,-73.917916,mid_income
Amor y Amargo,Cien Fuegos LLC,Amor y Amargo,95,Avenue A,Manhattan,10009,"95 Avenue A, Manhattan, NY",6/22/2020,40.725563,-73.983905,mid_income
Matiz latin cuisine,Matiz latín cuisine,Matiz latín cuisine,110 72,queens blvd,Queens,11375,"110 72  queens blvd, Queens, NY",6/22/2020,40.71913,-73.83877,mid_income
Partners Coffee,Partners Coffee LLC,Partners Coffee LLC,26-25,Jackson Ave,Queens,11101,"26-25  Jackson Ave, Queens, NY",6/22/2020,40.747444,-73.941494,mid_income
Rogers Bar,"Rogers McMahon, INC","Rogers McMahon, INC",205,Beach 116th street,Queens,11694,"205 Beach 116th street , Queens, NY",6/22/2020,40.57994,-73.837285,mid_income
Pantry Market Eatery,2420 Group LLC,Pantry Market Eatery,2420,Jackson Avenue,Queens,11101,"2420 Jackson Avenue , Queens, NY",6/22/2020,40.746312,-73.944408,mid_income
"Astoria Apple, LLC","Astoria Apple, LLC",Applebee's Neighborhood Grill & Bar,38-01,35th St,Queens,11101,"38-01 35th St, Queens, NY",6/22/2020,,,mid_income
Gotta Getta Bagel of Queens of NYC,Gotta Getta Bagel of Queens of NYC.inc,Gotta Getta Bagel of Queens of NYC.inc,107-09,71st Ave,Queens,11375,"107-09 71st Ave , Queens, NY",6/23/2020,40.720401,-73.844651,mid_income
B-CUP CAFE,PW FOOD ENTERPRISES INC.,B-CUP CAFE,212,AVE B.,Manhattan,10009,"212 AVE B., Manhattan, NY",6/23/2020,40.728603,-73.978651,mid_income
Bangkok cuisine,BKK forest hills inc,Bangkok cuisine,10718,70th road,Queens,11375,"10718 70th road, Queens, NY",6/23/2020,40.721327,-73.845403,mid_income
Beny’s delice,M2m f&b llc,M2m f&b llc,903,Fulton,Brooklyn,11238,"903 Fulton, Brooklyn, NY",6/23/2020,,,mid_income
Lm cafe,Lm fine food management,Lm fine food,2,11-11 44th rd,Queens,11101,"2 11-11 44th rd, Queens, NY",6/23/2020,,,mid_income
Konditori,PIRK Washington LLC,PIRK Washington LLC,696,Washington Ave,Brooklyn,11238,"696 Washington Ave, Brooklyn, NY",6/23/2020,40.677135,-73.963649,mid_income
Otto’s Shrunken Head,SPT corp.,Otto’s Shrunken Head Tiki Bar & Lounge,538,East 14th Street,Manhattan,10009,"538 East 14th Street, Manhattan, NY",6/23/2020,40.729819,-73.978922,mid_income
White Tiger,"Vanderbergen, Inc.",White Tiger,601,Vanderbilt Ave,Brooklyn,11238,"601 Vanderbilt Ave, Brooklyn, NY",6/23/2020,40.67953,-73.968176,mid_income
Ichibantei,Ichibantei Pub Inc,Ichibantei Pub Inc,401,East 13th st,Manhattan,10009,"401  East 13th st, Manhattan, NY",6/23/2020,40.730523,-73.982732,mid_income
Dua Kafe,Dua Byrek Inc,Dua Byrek Inc,520,E 14th St,Manhattan,10009,"520  E 14th St, Manhattan, NY",6/23/2020,40.730072,-73.979503,mid_income
Pops deli,2 plus 2 inc.,2 plus 2 inc.,47-31,Vernon Blvd,Queens,11101,"47-31 Vernon Blvd , Queens, NY",6/23/2020,40.744672,-73.953442,mid_income
Tarachi,Tarachi NYC LLC,Tarachi NYC LLC,222,Greene Ave,Brooklyn,11238,"222 Greene Ave, Brooklyn, NY",6/23/2020,40.687145,-73.961988,mid_income
Sushi Dojo,Bonada LLC,Bonada LLC,110,1st Avenue,Manhattan,10009,"110 1st Avenue, Manhattan, NY",6/23/2020,40.726733,-73.985904,mid_income
Nowon,Nowon Inc,Nowon,507,E 6th st,Manhattan,10009,"507 E 6th st, Manhattan, NY",6/23/2020,40.725291,-73.983505,mid_income
ATTABOY,ATTABOY COCKTAILS LLC,ATTABOY COCKTAILS LLC,134,ELDRIDGE ST,Manhattan,10009,"134 ELDRIDGE ST, Manhattan, NY",6/23/2020,40.718913,-73.991566,mid_income
The Good Batch,The Good Batch llc,The Good Batch,936,Fulton,Brooklyn,11238,"936  Fulton, Brooklyn, NY",6/23/2020,,,mid_income
Stocked Burger,"The Sly Rose, LLC",Stocked Burger,663,Washington Ave,Brooklyn,11238,"663 Washington Ave, Brooklyn, NY",6/23/2020,40.677333,-73.963663,mid_income
Blue Marble Ice Creamn,Blue Marble Underhill,Blue Marble Underhill,186,Underhill Avenue,Brooklyn,11238,"186 Underhill Avenue, Brooklyn, NY",6/23/2020,40.674957,-73.96675,mid_income
El Pollo Inka Peru,"El Pollo Inka Peru II, Inc.","El Pollo Inka Peru II, Inc.",112-20,Qieens Blvd. 1 Floor,Queens,11375,"112-20  Qieens Blvd. 1 Floor, Queens, NY",6/23/2020,,,mid_income
Sake Bar Satsko,AW Creative Associates INC,Sake Bar Satsko,202,East 7th St,Manhattan,10009,"202 East 7th St, Manhattan, NY",6/23/2020,40.724687,-73.980316,mid_income
Calaca of Bk,Calaca of Bk Inc,Calaca of Bk Inc,139,Putnam Ave,Brooklyn,11238,"139 Putnam Ave, Brooklyn, NY",6/23/2020,40.683289,-73.95656,mid_income
Cagen,Cagen Japanese LLC,Cagen Japanese LLC,414,East 9th Street,Manhattan,10009,"414 East 9th Street, Manhattan, NY",6/23/2020,40.727841,-73.984074,mid_income
esquina tequila,Sterling 4001 LLC,Sterling 4001 LLC,4001,Northern blvd,Queens,11101,"4001 Northern blvd , Queens, NY",6/23/2020,40.752462,-73.924205,mid_income
Kolkata Chai Co,Kolkata Chai Cafe 1 LLC,Kolkata Chai Cafe 1 LLC,199,"Kolkata Chai, 199 East 3rd St,",Manhattan,10009,"199 Kolkata Chai, 199 East 3rd St,, Manhattan, NY",6/23/2020,,,mid_income
Rimtin Mediterranean restaurant,Rimtin Mediterranean Inc,Rimtin Mediterranean Inc,104-02,Metropolitan ave,Queens,11375,"104-02 Metropolitan ave, Queens, NY",6/23/2020,40.710144,-73.848903,mid_income
Book Club,"Book Club Bar, LLC",Book Club,197,East 3rd Street,Manhattan,10009,"197 East 3rd Street, Manhattan, NY",6/23/2020,40.722928,-73.983545,mid_income
R40 Argentinian Restaurant Corp,R40 Restaurant corp,R40,47-16,Vernon blvd,Queens,11101,"47-16  Vernon blvd, Queens, NY",6/23/2020,40.745004,-73.953352,mid_income
Bareburger,Austin 88 LLC,Bareburger,71-49/51,Austin Street,Queens,11375,"71-49/51  Austin Street, Queens, NY",6/23/2020,,,mid_income
"Amorina, Cucina Rustica","Zen Pizza,Inc","Amorina, Cucina Rustica",624,Vanderbilt Ave,Brooklyn,11238,"624 Vanderbilt Ave, Brooklyn, NY",6/23/2020,40.677488,-73.968934,mid_income
Oxalis,Oxalis Food LLC,Oxalis,791,Washington Ave,Brooklyn,11238,"791 Washington Ave, Brooklyn, NY",6/23/2020,40.67296,-73.962815,mid_income
El Coyote Restaurant,El Coyote Forest Hills Inc,El Coyote Restaurant,7009,Austin street,Queens,11375,"7009  Austin street, Queens, NY",6/23/2020,40.720829,-73.846588,mid_income
Nine Thai,Ma Ta Thai,Nine Thai,110-70,Queens Blvd Forest Hills,Queens,11375,"110-70  Queens Blvd Forest Hills , Queens, NY",6/23/2020,40.719144,-73.838803,mid_income
Merit Deli & Restaurant,TNG Food Corp,Merit Deli & Restaurant,32-02,37th Avenue,Queens,11101,"32-02 37th Avenue, Queens, NY",6/23/2020,40.754473,-73.93018,mid_income
Yuca Bar & Restaurant,Yuca Bar & Restaurant Inc,Yuca Bar & Restaurant Inc,111,Avenue A,Manhattan,10009,"111 Avenue A, Manhattan, NY",6/23/2020,40.72615,-73.983476,mid_income
The chef’s table,The chef’s Table llc,The chef’s Table llc,268,Beach 116th street,Queens,11694,"268  Beach 116th street , Queens, NY",6/23/2020,40.580736,-73.837722,mid_income
Root & Bone,Root & Bone LLC,Root & Bone,200,E. 3rd Street,Manhattan,10009,"200 E. 3rd Street, Manhattan, NY",6/23/2020,40.722837,-73.983376,mid_income
The Sanchez Luncheonette,Sanchez Restaurant Corp,The Sanchez Luncheonette,38-01,Vernon Boulevard,Queens,11101,"38-01 Vernon Boulevard, Queens, NY",6/23/2020,40.759078,-73.944408,mid_income
Metro Taco,save8 LLC,Metro Taco,102-15,Metropolitan Ave,Queens,11375,"102-15 Metropolitan Ave, Queens, NY",6/24/2020,40.71044,-73.850677,mid_income
"Astoria Apple, LLC","Astoria Apple, LLC",Applebee's Neighborhood Grill & Bar,38-01,35th Ave,Queens,11101,"38-01 35th Ave, Queens, NY",6/24/2020,40.755459,-73.922783,mid_income
Black Star Bakery&Cafe,LIC Latte LLC,Black Star Bakery&Cafe,43871,50th Ave,Queens,11101,"2-10 50th Ave, Queens, NY",6/24/2020,40.743485,-73.958098,mid_income
Four & Twenty Blackbirds,Four & Twenty Blackbirds,Four & Twenty Blackbirds,634,Dean St,Brooklyn,11238,"634 Dean St, Brooklyn, NY",6/24/2020,40.680453,-73.96926,mid_income
AUSTIN HOUSE,DAFNON FOOD CORP,DAFNON FOOD CORP,72-04,AUSTIN STREET,Queens,11375,"72-04 AUSTIN STREET, Queens, NY",6/24/2020,40.719223,-73.842363,mid_income
Boris & Horton,Boris and Horton East Village LLC,Boris & Horton,195,Avenue A,Manhattan,10009,"195 Avenue A, Manhattan, NY",6/24/2020,40.729186,-73.981263,mid_income
Sea Breeze Deli corp,sea breeze deli corp,sea breeze deli corp,325,city island ave,Bronx,10464,"325 city island ave, Bronx, NY",6/24/2020,40.847686,-73.786667,mid_income
Mokyo,In Thursday Namu LLC,Mokyo,109,St Marks PL,Manhattan,10009,"109 St Marks PL, Manhattan, NY",6/24/2020,40.727325,-73.984634,mid_income
Thursday Kitchen,In Thursday Kitchen LLC,In Thursday Kitchen LLC,424,E 9th St,Manhattan,10009,"424 E 9th St , Manhattan, NY",6/24/2020,40.727671,-73.983667,mid_income
Maiella,RBT Restaurant LLC,Maiella,4610,center blvd,Queens,11101,"4610  center blvd, Queens, NY",6/24/2020,40.747056,-73.956403,mid_income
The Original Ciro’s Pizza,"Ciro Enterprises, INC",The Original Ciro’s Pizza,171,Beach 116th street,Queens,11694,"171 Beach 116th street, Queens, NY",6/24/2020,40.579176,-73.836848,mid_income
Bobwhite Counter,Bobwhite Counter LLC,Bobwhite Counter,94,Avenue C,Manhattan,10009,"94 Avenue C, Manhattan, NY",6/24/2020,40.723726,-73.979108,mid_income
Noreetuh Restaurant,Noreetuh Restaraunt LLC,Noreetuh,128,First Avenue,Manhattan,10009,"128 First Avenue, Manhattan, NY",6/24/2020,40.727372,-73.985442,mid_income
48-17 V B Rest Corp,48-17 V B Rest Corp,Dominies Hoek,48-17,Vernon Blvd,Queens,11101,"48-17 Vernon Blvd, Queens, NY",6/24/2020,40.743928,-73.953688,mid_income
Fonda,Fonda Avenue B LLC,Fonda Avenue B LLC,40,Avenue B,Manhattan,10009,"40 Avenue B, Manhattan, NY",6/24/2020,40.722821,-73.982871,mid_income
Brooks 1890 Resturant,DiPalo Romano Corp,DiPalo Romano Corp,2428,Jackson Ave.,Queens,11101,"2428  Jackson Ave., Queens, NY",6/24/2020,40.7464,-73.944198,mid_income
cherry tavern,cherry tavern inc.,cherry tavern inc.,441,east 6th st,Manhattan,10009,"441 east 6th st, Manhattan, NY",6/24/2020,40.726002,-73.985197,mid_income
Taverna Kyclades East Village,MACCG LLC,Taverna Kyclades East Village,228,1st avenue,Manhattan,10009,"228 1st avenue, Manhattan, NY",6/24/2020,40.731058,-73.98276,mid_income
Memphis Seoul,Memphis Seoul,Memphis Seoul,569,Lincoln Place,Brooklyn,11238,"569 Lincoln Place, Brooklyn, NY",6/24/2020,40.671586,-73.957855,mid_income
Norsang Cafe Inc,Norsang Cafe Inc.,Cafe Himalaya,78,East 1st,Manhattan,10009,"78 East 1st , Manhattan, NY",6/24/2020,,,mid_income
Rangoon,Rangoon Restaurant Concepts LLC,Rangoon,500,Prospect Place,Brooklyn,11238,"500 Prospect Place, Brooklyn, NY",6/24/2020,40.675863,-73.960315,mid_income
Ciro Pizzeria,J AND S FOOD CORP.,Ciro Pizzeria,113-19,Beach channel drive,Queens,11694,"113-19 Beach channel drive , Queens, NY",6/24/2020,40.582411,-73.836069,mid_income
Fifth Hammer Brewing Co,DSCC Ventures IN,Fifth Hammer Brewing Company,1028 1036,46th Ave,Queens,11101,"1028 1036 46th Ave, Queens, NY",6/24/2020,,,mid_income
Communitea,Communitea Inc,Communitea Inc,44153,46 Rd,Queens,11101,"11-18 46 Rd, Queens, NY",6/24/2020,40.745582,-73.949872,mid_income
Bareburger LIC,4819 Vernon Kitchen LLC,Bareburger LIC,48-19,Vernon Boulevard,Queens,11101,"48-19 Vernon Boulevard, Queens, NY",6/24/2020,40.743917,-73.953691,mid_income
rosa coffee shop,rosa coffee shop,rosa coffee shop,3003,38th ave,Queens,11101,"3003 38th ave, Queens, NY",6/25/2020,40.754134,-73.932656,mid_income
Cataldo’s restaurant,Cataldo54inc,Cataldo’s restaurant,554,Vanderbilt avenue,Brooklyn,11238,"554  Vanderbilt avenue, Brooklyn, NY",6/25/2020,40.680021,-73.968024,mid_income
Blue Marble Ice Cream,Blue Marble Underhill,Blue Marble Underhill,186,Underhill Avenue,Brooklyn,11238,"186 Underhill Avenue, Brooklyn, NY",6/25/2020,40.674957,-73.96675,mid_income
Gomi Korean Wine Bar,186 A Enterprises Inc.,Cork and Fork,186,Avenue A,Manhattan,10009,"186 Avenue A, Manhattan, NY",6/25/2020,40.728876,-73.981466,mid_income
BAGEL PUB,BAGEL PUB CROWN HEIGHTS CORP,BAGEL PUB CROWN HEIGHTS CORP,775,FRANKLIN AVE,Brooklyn,11238,"775 FRANKLIN AVE, Brooklyn, NY",6/25/2020,40.67228,-73.957375,mid_income
MISC,MISC,MISC,758,"758 Franklin Avenue, MISC Restaurant",Brooklyn,11238,"758 758 Franklin Avenue, MISC Restaurant, Brooklyn, NY",6/25/2020,,,mid_income
McDonalds,"BDC RESTAURANTS, LLC","BDC RESTAURANTS, LLC",404 EAST,14TH STREET,Manhattan,10009,"404 EAST 14TH STREET, Manhattan, NY",6/25/2020,40.731225,-73.982259,mid_income
LIC Corner Cafe,L.I.C. Corner Cafe,LIC Corner Cafe,21-03,45th Road,Queens,11101,"21-03 45th Road, Queens, NY",6/25/2020,40.74661,-73.947486,mid_income
The Freakin Rican Restaurant,The Freakin Rican Restaurant,The Freakin Rican Restaurant,43-06,34th Avenue,Queens,11101,"43-06 34th Avenue, Queens, NY",6/25/2020,40.755478,-73.918322,mid_income
The Mill Coffee House LIC,The Mill Coffee House LIC LLC,The Mill Coffee House LIC LLC,44-61,11th street,Queens,11101,"44-61 11th street, Queens, NY",6/25/2020,40.748206,-73.949701,mid_income
Fausto Restaurant,Pasta People LLC,Fausto,348,Flatbush Ave,Brooklyn,11238,"348 Flatbush Ave, Brooklyn, NY",6/25/2020,40.676103,-73.971689,mid_income
Lois,Lois Bar LLC,Lois Bar,98,Avenue C,Manhattan,10009,"98 Avenue C, Manhattan, NY",6/25/2020,40.72383,-73.979032,mid_income
MUSE THAI,Good Luck 689 Corp.,MUSE,689,Washington Ave,Brooklyn,11238,"689 Washington Ave, Brooklyn, NY",6/25/2020,40.676696,-73.963548,mid_income
Mekelburg's,"Hop, Stock & Barrel II LLC",Mekelburg's,319,Kent Avenue,Brooklyn,11238,"319 Kent Avenue, Brooklyn, NY",6/25/2020,40.713757,-73.9672,mid_income
Hartley's,Thirty Trees Corp.,Hartley's,14,Putnam Avenue,Brooklyn,11238,"14 Putnam Avenue, Brooklyn, NY",6/25/2020,40.682723,-73.961327,mid_income
Hunan Slurp,QIYI LLC,Hunan Slurp,112,1st Avenue,Manhattan,10009,"112 1st Avenue , Manhattan, NY",6/25/2020,40.726782,-73.985868,mid_income
Bilt Bar,JH Hospitality Inc.,JH Hospitality Inc.,583,Vanderbilt Avenue,Brooklyn,11238,"583  Vanderbilt Avenue, Brooklyn, NY",6/25/2020,40.680304,-73.967901,mid_income
Alta Calidad,Malabar Kitchen LLC,Alta Calidad,552,Vanderbilt Avenue,Brooklyn,11238,"552  Vanderbilt Avenue, Brooklyn, NY",6/25/2020,40.680076,-73.968006,mid_income
IL FORNO PIZZERIA,IL FORNO PIZZERIA CORP,IL FORNO PIZZERIA CORP,6382,AMBOY ROAD,Staten Island,10309,"6382 AMBOY ROAD, Staten Island, NY",6/25/2020,40.522108,-74.216829,mid_income
MEXICOCINA AGAVERIA,BROOKLYN CARNITAS LLC,MEXICOCINA AGAVERIA,708,WASHINGTON AVE,Brooklyn,11238,"708  WASHINGTON AVE, Brooklyn, NY",6/25/2020,40.676842,-73.963595,mid_income
The Phoenix,Hughes Murray Walsh LLC,The Phoenix,447,East 13th Street,Manhattan,10009,"447 East 13th Street, Manhattan, NY",6/25/2020,40.730215,-73.982003,mid_income
The Mac Shack,Got It Covered Inc,The Mac Shack,901,Fulton street,Brooklyn,11238,"901  Fulton street, Brooklyn, NY",6/25/2020,40.683578,-73.967272,mid_income
Beer Street South,Hops 550 LLC,Beer Street South,550,Vanderbilt Ave,Brooklyn,11238,"550 Vanderbilt Ave, Brooklyn, NY",6/25/2020,40.680309,-73.967923,mid_income
TATANKA TINCTURE BAR,KEIGHT O EIGHT LLC,TATANKA TEA AND TINCTURE BAR,557,CLASSON AVE,Brooklyn,11238,"557 CLASSON AVE, Brooklyn, NY",6/25/2020,40.681602,-73.958544,mid_income
Cornerstone Cafe,A.O. Cafe and Restaurant LLC,Cornerstone Cafe,17,Ave. B,Manhattan,10009,"17 Ave. B, Manhattan, NY",6/25/2020,40.722113,-73.983362,mid_income
THE CABIN NYC,THE GREAT CABIN LLC,THE GREAT CABIN LLC,205,EAST 4TH ST,Manhattan,10009,"205 EAST 4TH ST, Manhattan, NY",6/26/2020,40.723908,-73.983978,mid_income
Mace,1862 Hospitality LLC,Mace,505,East 12th Street,Manhattan,10009,"505 East 12th Street, Manhattan, NY",6/26/2020,40.728919,-73.980903,mid_income
HANE SUSHI,HANE SUSHI INC,HANE SUSHI,346,1ST AVENUE,Manhattan,10009,"346 1ST AVENUE, Manhattan, NY",6/26/2020,40.734897,-73.979822,mid_income
Pardon My French,French Avenue B Inc.,French Avenue B Inc.,103,Avenue B,Manhattan,10009,"103 Avenue B, Manhattan, NY",6/26/2020,40.72483,-73.981377,mid_income
Whitmans Restaurant,Avenue A Candy LLC,Whitmans,406,E 9th,Manhattan,10009,"406 E 9th, Manhattan, NY",6/26/2020,,,mid_income
Olde Brooklyn Bagel,645 Bagels Corp,645 Bagels Corp,645,Vanderbilt ave,Brooklyn,11238,"645  Vanderbilt ave , Brooklyn, NY",6/26/2020,40.677795,-73.9688,mid_income
Olde Brooklyn Bagels Shoppe,645 Bagels Corp,645 Bagels Corp,645,Vanderbilt ave,Brooklyn,11238,"645 Vanderbilt ave , Brooklyn, NY",6/26/2020,40.677795,-73.9688,mid_income
sabor a mexico taqueria,jarlene corporation,jarlene corporation,160,1st avenue,Manhattan,10009,"160  1st avenue, Manhattan, NY",6/26/2020,40.728607,-73.984536,mid_income
Tooker Alley,Hobohemia LLC,Hobohemia LLC,793,Washington Avenue,Brooklyn,11238,"793 Washington Avenue, Brooklyn, NY",6/26/2020,40.672897,-73.962804,mid_income
SPICE,KL 747 INC,SPICE,4745,Vernon Blvd,Queens,11101,"4745 Vernon Blvd, Queens, NY",6/26/2020,40.744576,-73.953475,mid_income
Penny House Cafe,"Amir Cafe, Inc.","Amir Cafe, Inc.",732,Washington Avenue,Brooklyn,11238,"732 Washington Avenue, Brooklyn, NY",6/26/2020,40.676032,-73.963437,mid_income
Brooklyn's Homeslice Pizzeria,567 Vanderbilt Pizza Corp,Brooklyn's Homeslice Pizzeria,567,Vanderbilt Avenue,Brooklyn,11238,"567 Vanderbilt Avenue, Brooklyn, NY",6/26/2020,40.680781,-73.967732,mid_income
Zaytoons,594 Vanderbilt Ave Food Corp,Zaytoons,594,Vanderbilt Ave,Brooklyn,11238,"594 Vanderbilt Ave, Brooklyn, NY",6/26/2020,40.678734,-73.968486,mid_income
Jamesons Pub,Magnet Tavern & Rest Inc,Magnet Tavern & Rest Inc,421,Beach 129th Street,Queens,11694,"421 Beach 129th Street, Queens, NY",6/26/2020,40.578367,-73.849392,mid_income
Mu Ramen,Mu Ramen,Mu Ramen,1209,Jackson ave,Queens,11101,"1209 Jackson ave, Queens, NY",6/26/2020,40.743658,-73.950505,mid_income
Barcklays pizza &pasta llc,Barcklays pizza &pasta llc,Barcklays pizza &pasta llc,916,Fulton street,Brooklyn,11238,"916  Fulton street, Brooklyn, NY",6/26/2020,40.682938,-73.96433,mid_income
SoloPizza,Solo Pizza Inc.,Solo Pizza Inc.,27,Avenue B,Manhattan,10009,"27 Avenue B, Manhattan, NY",6/26/2020,40.722365,-73.983177,mid_income
Golda,franklin hospitality group llc,franklin hospitality group llc,504,Franklin ave,Brooklyn,11238,"504 Franklin ave, Brooklyn, NY",6/26/2020,40.681453,-73.955743,mid_income
Fusion lounge,3419 entertainment corp,Fusion bistro & cocktail lounge,3419,Steinway,Queens,11101,"3419 Steinway, Queens, NY",6/26/2020,,,mid_income
Bua,Bua New York LLC,Bua New York LLC,122,St Marks Place,Manhattan,10009,"122 St Marks Place, Manhattan, NY",6/26/2020,40.727257,-73.984511,mid_income
The Cabinet,Lazerini Jazz LLC,The Cabinet,649,East 9th Street,Manhattan,10009,"649 East 9th Street, Manhattan, NY",6/26/2020,40.72573,-73.979002,mid_income
LIC MARKET,LIC MARKET AT 44TH DRIVE INC,LIC MARKET AT 44TH DRIVE INC,2152,44TH DRIVE,Queens,11101,"2152 44TH DRIVE, Queens, NY",6/26/2020,40.74802,-73.946936,mid_income
Singa’s pizza,MDNNT Corp,MDNNT Corp,6353,108 street,Queens,11375,"6353  108 street , Queens, NY",6/27/2020,40.733492,-73.849874,mid_income
SoBol,"NPL Enterprises, LLC.",SoBol,212-67a,26th Ave,Queens,11360,"212-67a  26th Ave, Queens, NY",6/27/2020,40.778322,-73.77713,mid_income
Pico,Pico Restaurant,Pico Restaurant,419,Beach 129 street,Queens,11694,"419 Beach 129 street, Queens, NY",6/27/2020,40.57834,-73.849377,mid_income
Night Market,Yin Yang East Village Inc,Night Market,130,1st Ave,Manhattan,10009,"130 1st Ave, Manhattan, NY",6/27/2020,40.727435,-73.985395,mid_income
"East Meets West Superb Chinese Food, Inc.",East Meets West,East Meets West,419A,Beach 129th Street,Queens,11694,"419A Beach 129th Street, Queens, NY",6/27/2020,40.57834,-73.849377,mid_income
Milk Bar,"Casual Cafe Partners, LLC",Milk Bar,620,Vanderbilt Avenue,Brooklyn,11238,"620 Vanderbilt Avenue, Brooklyn, NY",6/27/2020,40.677798,-73.968822,mid_income
DAY BREAK INC,DAY BREAK INC,DAY BREAK INC,4501,34TH AVE,Queens,11101,"4501 34TH AVE, Queens, NY",6/27/2020,40.754757,-73.916745,mid_income
Takumen,Takumen New York INC,Takumen New York INC,18384,50th Ave,Queens,11101,"5-50  50th Ave, Queens, NY",6/27/2020,40.7431,-73.95607,mid_income
Singa’s pizza,MDNNT Corp,MDNNT Corp,6353,108 st,Queens,11375,"6353  108 st , Queens, NY",6/27/2020,40.733492,-73.849874,mid_income
Suzuki Shokudo,Suzuki Shokudo Inc,Suzuki Shokudo Inc,38-01,31st Street,Queens,11101,"38-01 31st Street, Queens, NY",6/27/2020,40.75362,-73.932144,mid_income
Lecker Foods Hospitality Group LLC,Lecker Foods Hospitality Group LLC,Kotti Berliner Doner Kebab,445,Albee Square West,Brooklyn,11238,"445  Albee Square West, Brooklyn, NY",6/27/2020,40.690833,-73.983452,mid_income
LUANNE'S WILD GINGER,G & K WILDGINGER INDUSTRIES INC,LUANNE'S WILD GINGER,676,FRANKLIN AVE,Brooklyn,11238,"676 FRANKLIN AVE, Brooklyn, NY",6/27/2020,40.67536,-73.956284,mid_income
Cafe Mogador,Rivka In,Cafe Mogador,101,St Marks place,Manhattan,10009,"101 St Marks place, Manhattan, NY",6/28/2020,40.727372,-73.984742,mid_income
768 Franklin Avenue LLC,768 Franklin Avenue LLC,Drink,768,Franklin Avenue,Brooklyn,11238,"768 Franklin Avenue, Brooklyn, NY",6/28/2020,40.672182,-73.957433,mid_income
Baker's Pizza,Baker's Pizza INC,Baker's pizza,201,Ave A,Manhattan,10009,"201 Ave A, Manhattan, NY",6/28/2020,40.729378,-73.981123,mid_income
MOCA ASIAN BISTRO,KANG YUE USA CORP,MOCA ASIAN BISTRO,107-18,70TH RD,Queens,11375,"107-18  70TH RD, Queens, NY",6/28/2020,40.721327,-73.845403,mid_income
Banh Mi zon,BMZEVLLC,Banh Mi Zon,443,east 6th st,Manhattan,10009,"443 east 6th st, Manhattan, NY",6/28/2020,40.725989,-73.985168,mid_income
MisFits Nutrition,"MisFits Nutrition, LLC","MisFits Nutrition, LLC",115-14,QUEENS BLVD,Queens,11375,"115-14 QUEENS BLVD, Queens, NY",6/28/2020,40.716312,-73.833803,mid_income
The Wayland,"Eldridge Bistro, Inc","Eldridge Bistro, Inc",700,East 9th Street,Manhattan,10009,"700 East 9th Street, Manhattan, NY",6/28/2020,40.725224,-73.977848,mid_income
