,New York,Borough,income_num_returns(households),avg income per return(x1000s),income level,DBA,STREET,GRADE DATE
651,10065,Manhattan,15920,662.7414573,high income,STARBUCKS,1 AVENUE,12/18/2019
652,10065,Manhattan,15920,662.7414573,high income,DYLAN'S CANDY BAR,3 AVENUE,12/18/2019
655,10065,Manhattan,15920,662.7414573,high income,FRED'S AT BARNEY'S,MADISON AVENUE,12/18/2019
658,10065,Manhattan,15920,662.7414573,high income,AMARANTH,EAST   62 STREET,12/4/2019
664,10065,Manhattan,15920,662.7414573,high income,IMLI,1 AVENUE,9/5/2019
665,10065,Manhattan,15920,662.7414573,high income,WONG ASIAN FOOD,1 AVENUE,9/3/2019
666,10065,Manhattan,15920,662.7414573,high income,1ST AVE GOURMET,1 AVENUE,9/3/2019
668,10065,Manhattan,15920,662.7414573,high income,LOEWS REGENCY BAR AND GRILL,PARK AVENUE,9/5/2019
670,10065,Manhattan,15920,662.7414573,high income,ATAMI,2 AVENUE,8/27/2019
672,10065,Manhattan,15920,662.7414573,high income,FAMOUS FAMIGLIA PIZZERIA,1 AVENUE,9/3/2019
674,10065,Manhattan,15920,662.7414573,high income,TONY'S DI NAPOLI,3 AVENUE,9/4/2019
675,10065,Manhattan,15920,662.7414573,high income,DUNKIN',1 AVENUE,8/27/2019
681,10065,Manhattan,15920,662.7414573,high income,DUNKIN',LEXINGTON AVENUE,8/27/2019
684,10065,Manhattan,15920,662.7414573,high income,PICK A BAGEL,LEXINGTON AVENUE,9/30/2019
686,10065,Manhattan,15920,662.7414573,high income,WORLD CUP CAFE (LOCATED INSIDE HUNTER COLLEGE. ENTRANCE IS ON 68TH STREET & LEXINGTON AVE),PARK AVENUE,9/6/2019
689,10065,Manhattan,15920,662.7414573,high income,SHAKESPEARE & CO,LEXINGTON AVENUE,9/12/2019
692,10065,Manhattan,15920,662.7414573,high income,PRIMOLA RESTAURANT,SECOND AVENUE,3/12/2019
694,10065,Manhattan,15920,662.7414573,high income,LOEWS REGENCY BAR AND GRILL,PARK AVENUE,3/12/2019
696,10065,Manhattan,15920,662.7414573,high income,GOTHAM CAFE,2 AVENUE,2/25/2019
697,10065,Manhattan,15920,662.7414573,high income,JO JO,EAST   64 STREET,3/18/2019
698,10065,Manhattan,15920,662.7414573,high income,VERITABLE,2 AVENUE,3/5/2019
699,10065,Manhattan,15920,662.7414573,high income,BARRY'S BOOTCAMP,2 AVENUE,3/12/2019
700,10065,Manhattan,15920,662.7414573,high income,PANDA BUBBLE TEA,LEXINGTON AVENUE,3/18/2019
704,10065,Manhattan,15920,662.7414573,high income,CHIPOTLE MEXICAN GRILL,3 AVENUE,3/18/2019
708,10065,Manhattan,15920,662.7414573,high income,OATH PIZZA,3 AVENUE,3/21/2019
709,10065,Manhattan,15920,662.7414573,high income,1ST AVE GOURMET,1 AVENUE,4/3/2019
710,10065,Manhattan,15920,662.7414573,high income,UPPER EAST CAFE,3 AVENUE,3/27/2019
711,10065,Manhattan,15920,662.7414573,high income,WORLD CUP CAFE (LOCATED INSIDE HUNTER COLLEGE. ENTRANCE IS ON 68TH STREET & LEXINGTON AVE),PARK AVENUE,3/27/2019
713,10065,Manhattan,15920,662.7414573,high income,STARBUCKS,3 AVENUE,3/22/2019
714,10065,Manhattan,15920,662.7414573,high income,JOE & THE JUICE,LEXINGTON AVENUE,3/27/2019
715,10065,Manhattan,15920,662.7414573,high income,SILVER STAR RESTAURANT,2 AVENUE,3/29/2019
716,10065,Manhattan,15920,662.7414573,high income,BEL AMI,EAST   68 STREET,4/5/2019
717,10065,Manhattan,15920,662.7414573,high income,ANGKOR CAMBODIAN BISTRO,EAST   64 STREET,3/29/2019
718,10065,Manhattan,15920,662.7414573,high income,MAJORELLE,EAST   63 STREET,3/27/2019
720,10065,Manhattan,15920,662.7414573,high income,LE GOURMET,1 AVENUE,3/21/2019
727,10065,Manhattan,15920,662.7414573,high income,FIGAROLA PIZZERIA,1 AVENUE,3/21/2019
731,10065,Manhattan,15920,662.7414573,high income,SEL ET POIVRE RESTAURANT,LEXINGTON AVENUE,3/21/2019
735,10065,Manhattan,15920,662.7414573,high income,BEST PIZZA II,1 AVENUE,1/9/2019
736,10065,Manhattan,15920,662.7414573,high income,PIZZA PARK,FIRST AVENUE,1/15/2019
737,10065,Manhattan,15920,662.7414573,high income,CHIPOTLE MEXICAN GRILL,3 AVENUE,1/28/2019
738,10065,Manhattan,15920,662.7414573,high income,THE COSMOPOLITAN CLUB,EAST   66 STREET,1/15/2019
739,10065,Manhattan,15920,662.7414573,high income,THE EAST POLE,EAST   65 STREET,1/15/2019
741,10065,Manhattan,15920,662.7414573,high income,SOCIETY OF ILLUSTRATORS,EAST   63 STREET,2/5/2019
742,10065,Manhattan,15920,662.7414573,high income,SUBWAY,1 AVENUE,1/9/2019
743,10065,Manhattan,15920,662.7414573,high income,ORIGINAL RAY'S PIZZA,LEXINGTON AVENUE,1/28/2019
744,10065,Manhattan,15920,662.7414573,high income,BAMBOO SUSHI,1 AVENUE,1/28/2019
749,10065,Manhattan,15920,662.7414573,high income,PERRINE,EAST   61 STREET,1/14/2019
750,10065,Manhattan,15920,662.7414573,high income,DONNA MARGHERITIA,2 AVENUE,1/10/2019
752,10065,Manhattan,15920,662.7414573,high income,DAILY BAGEL,1 AVENUE,1/25/2019
755,10065,Manhattan,15920,662.7414573,high income,QUANTUM LEAP,1 AVENUE,1/14/2019
763,10065,Manhattan,15920,662.7414573,high income,ALTESI RISTORANTE,EAST   64 STREET,1/15/2019
764,10065,Manhattan,15920,662.7414573,high income,FIG & OLIVE,LEXINGTON AVENUE,1/10/2019
767,10065,Manhattan,15920,662.7414573,high income,STARBUCKS,3 AVENUE,1/10/2019
771,10065,Manhattan,15920,662.7414573,high income,ROCKEFELLER UNIVERSITY - EMPLOYEE DINING,YORK AVENUE,1/7/2019
772,10065,Manhattan,15920,662.7414573,high income,GREGORYS COFFEE,1 AVENUE,1/22/2019
774,10065,Manhattan,15920,662.7414573,high income,ELIM DELI CAFE,LEXINGTON AVENUE,1/18/2019
775,10065,Manhattan,15920,662.7414573,high income,VAUCLUSE,PARK AVENUE,1/7/2019
778,10065,Manhattan,15920,662.7414573,high income,GINZA,LEXINGTON AVENUE,1/7/2019
784,10065,Manhattan,15920,662.7414573,high income,AMERICAS CAFE & GRILL,3 AVENUE,2/12/2019
785,10065,Manhattan,15920,662.7414573,high income,DONOHUE'S STEAK HOUSE,LEXINGTON AVENUE,2/13/2019
786,10065,Manhattan,15920,662.7414573,high income,ZAVO,3 AVENUE,2/21/2019
787,10065,Manhattan,15920,662.7414573,high income,KOREAN EXPRESS,LEXINGTON AVENUE,2/8/2019
788,10065,Manhattan,15920,662.7414573,high income,SUBWAY INN,2 AVENUE,2/25/2019
790,10065,Manhattan,15920,662.7414573,high income,EATILY FOODS,PARK AVENUE,2/13/2019
791,10065,Manhattan,15920,662.7414573,high income,SUBWAY,2 AVENUE,2/8/2019
800,10065,Manhattan,15920,662.7414573,high income,EATILY FOODS,PARK AVENUE,9/23/2019
801,10065,Manhattan,15920,662.7414573,high income,GOURMET BAGEL,LEXINGTON AVENUE,9/20/2019
803,10065,Manhattan,15920,662.7414573,high income,PRIMOLA RESTAURANT,SECOND AVENUE,9/16/2019
805,10065,Manhattan,15920,662.7414573,high income,AHANA JAPANESE FUSION CUISINE,1 AVENUE,9/23/2019
806,10065,Manhattan,15920,662.7414573,high income,ROCKEFELLER UNIVERSITY - EMPLOYEE DINING,YORK AVENUE,9/16/2019
807,10065,Manhattan,15920,662.7414573,high income,1 EAST 66TH STREET KITCHEN,EAST   66 STREET,10/1/2019
808,10065,Manhattan,15920,662.7414573,high income,TOTOYA,1 AVENUE,9/24/2019
809,10065,Manhattan,15920,662.7414573,high income,ESPRESSO MATTO,EAST   68 STREET,10/2/2019
812,10065,Manhattan,15920,662.7414573,high income,LUNETTA PIZZA,1 AVENUE,10/1/2019
813,10065,Manhattan,15920,662.7414573,high income,HOTEL PIERRE-MAIN KITCHEN,EAST   61 STREET,9/25/2019
816,10065,Manhattan,15920,662.7414573,high income,LENWICH 68TH,1 AVENUE,10/1/2019
819,10065,Manhattan,15920,662.7414573,high income,FLEMING BY LE BILBOQUET,EAST   62 STREET,9/16/2019
822,10065,Manhattan,15920,662.7414573,high income,VAUCLUSE,PARK AVENUE,9/23/2019
825,10065,Manhattan,15920,662.7414573,high income,LOTOS CLUB GRILL ROOM,EAST   66 STREET,9/16/2019
827,10065,Manhattan,15920,662.7414573,high income,ANATOLIA MEDITERRENEAN CUISINE,EAST   62 STREET,9/16/2019
838,10065,Manhattan,15920,662.7414573,high income,CHAMPION COFFEE,EAST   67 STREET,9/20/2019
839,10065,Manhattan,15920,662.7414573,high income,PIZZA PARK,FIRST AVENUE,7/19/2019
841,10065,Manhattan,15920,662.7414573,high income,PATSY'S PIZZERIA,1 AVENUE,7/29/2019
842,10065,Manhattan,15920,662.7414573,high income,JUICE GENERATION,LEXINGTON AVENUE,7/29/2019
843,10065,Manhattan,15920,662.7414573,high income,GREGORY'S COFFEE,LEXINGTON AVENUE,7/12/2019
844,10065,Manhattan,15920,662.7414573,high income,AGRA RESTAURANT,LEXINGTON AVENUE,7/22/2019
845,10065,Manhattan,15920,662.7414573,high income,DANCING CRANE EXPRESS (Arsenal),5 AVENUE,7/29/2019
846,10065,Manhattan,15920,662.7414573,high income,COZY CORNER/CHICKEN LOVER,2 AVENUE,7/3/2019
848,10065,Manhattan,15920,662.7414573,high income,THE COSMOPOLITAN CLUB,EAST   66 STREET,7/3/2019
851,10065,Manhattan,15920,662.7414573,high income,BAMBOO SUSHI,1 AVENUE,7/12/2019
852,10065,Manhattan,15920,662.7414573,high income,ALTESI RISTORANTE,EAST   64 STREET,7/3/2019
858,10065,Manhattan,15920,662.7414573,high income,GREEK EATS,1 AVENUE,7/29/2019
862,10065,Manhattan,15920,662.7414573,high income,GOTHAM CAFE,2 AVENUE,7/22/2019
863,10065,Manhattan,15920,662.7414573,high income,THE EAST POLE,EAST   65 STREET,7/24/2019
866,10065,Manhattan,15920,662.7414573,high income,KOREAN EXPRESS,LEXINGTON AVENUE,7/22/2019
867,10065,Manhattan,15920,662.7414573,high income,AMERICAS CAFE & GRILL,3 AVENUE,7/11/2019
871,10065,Manhattan,15920,662.7414573,high income,SERAFINA GRILL,EAST 61 ST STREET,7/24/2019
879,10065,Manhattan,15920,662.7414573,high income,EAT HERE NOW,LEXINGTON AVENUE,8/12/2019
880,10065,Manhattan,15920,662.7414573,high income,VERITABLE,2 AVENUE,8/9/2019
883,10065,Manhattan,15920,662.7414573,high income,MAJORELLE,EAST   63 STREET,7/30/2019
884,10065,Manhattan,15920,662.7414573,high income,STARBUCKS,1 AVENUE,7/30/2019
886,10065,Manhattan,15920,662.7414573,high income,BAGEL WORKS,FIRST AVENUE,8/2/2019
888,10065,Manhattan,15920,662.7414573,high income,ORIGINAL RAY'S PIZZA,LEXINGTON AVENUE,7/30/2019
889,10065,Manhattan,15920,662.7414573,high income,BARRY'S BOOTCAMP,2 AVENUE,8/1/2019
890,10065,Manhattan,15920,662.7414573,high income,DANCING CRANE CAFE,5 AVENUE,8/2/2019
892,10065,Manhattan,15920,662.7414573,high income,GENES @ BARNEYS,MADISON AVENUE,8/2/2019
894,10065,Manhattan,15920,662.7414573,high income,AU BON PAIN,EAST   68 STREET,8/2/2019
897,10065,Manhattan,15920,662.7414573,high income,AJISAI,LEXINGTON AVENUE,8/1/2019
899,10065,Manhattan,15920,662.7414573,high income,LE BOTANISTE,LEXINGTON AVENUE,8/1/2019
904,10065,Manhattan,15920,662.7414573,high income,JAVA GIRL,EAST   66 STREET,8/12/2019
905,10065,Manhattan,15920,662.7414573,high income,16 HANDLES,1 AVENUE,8/1/2019
906,10065,Manhattan,15920,662.7414573,high income,JOE & THE JUICE,LEXINGTON AVENUE,8/2/2019
912,10065,Manhattan,15920,662.7414573,high income,SOPHIES CUBAN CUISINE,EAST   68 STREET,4/15/2019
913,10065,Manhattan,15920,662.7414573,high income,PURE GREEN,3 AVENUE,4/18/2019
914,10065,Manhattan,15920,662.7414573,high income,SPRINKLES CUPCAKES,LEXINGTON AVENUE,5/3/2019
915,10065,Manhattan,15920,662.7414573,high income,David Burke Tavern,EAST   62 STREET,4/23/2019
917,10065,Manhattan,15920,662.7414573,high income,CASABLANCA GRILL,1 AVENUE,4/23/2019
918,10065,Manhattan,15920,662.7414573,high income,BIRCH COFFEE,EAST   62 STREET,4/30/2019
919,10065,Manhattan,15920,662.7414573,high income,LA GOULUE RESTAURANT,EAST   61 STREET,4/30/2019
921,10065,Manhattan,15920,662.7414573,high income,BAR ITALIA,MADISON AVENUE,4/22/2019
922,10065,Manhattan,15920,662.7414573,high income,GOURMET BAGEL,LEXINGTON AVENUE,4/23/2019
923,10065,Manhattan,15920,662.7414573,high income,CAFE FRESCO,1 AVENUE,4/18/2019
924,10065,Manhattan,15920,662.7414573,high income,STARBUCKS,LEXINGTON AVENUE,5/3/2019
927,10065,Manhattan,15920,662.7414573,high income,LILLI AND LOO,LEXINGTON AVENUE,4/22/2019
940,10065,Manhattan,15920,662.7414573,high income,DANGERFIELD'S NIGHT CLUB,1 AVENUE,5/4/2019
941,10065,Manhattan,15920,662.7414573,high income,MATCH 65,EAST   65 STREET,5/7/2019
942,10065,Manhattan,15920,662.7414573,high income,VIAND COFFEE SHOP,MADISON AVENUE,5/9/2019
944,10065,Manhattan,15920,662.7414573,high income,SCALINATELLA RESTAURANT,EAST   61 STREET,5/9/2019
948,10065,Manhattan,15920,662.7414573,high income,HOTEL PIERRE-MAIN KITCHEN,EAST   61 STREET,5/8/2019
952,10065,Manhattan,15920,662.7414573,high income,WING BISTRO,1 AVENUE,5/10/2019
954,10065,Manhattan,15920,662.7414573,high income,HOTEL PIERRE-BANQUET KITCHEN,EAST   61 STREET,5/8/2019
960,10065,Manhattan,15920,662.7414573,high income,NELLO,MADISON AVENUE,6/5/2019
961,10065,Manhattan,15920,662.7414573,high income,PANDA EXPRESS,1 AVENUE,6/3/2019
962,10065,Manhattan,15920,662.7414573,high income,BEDFORD FALLS,EAST   67 STREET,6/6/2019
964,10065,Manhattan,15920,662.7414573,high income,TIELLA RESTAURANT,1 AVENUE,6/6/2019
966,10065,Manhattan,15920,662.7414573,high income,LINKS CLUB,EAST   62 STREET,6/7/2019
968,10065,Manhattan,15920,662.7414573,high income,DAVIDSTEA,3 AVENUE,6/5/2019
973,10065,Manhattan,15920,662.7414573,high income,THE LOWELL,EAST   63 STREET,6/17/2019
974,10065,Manhattan,15920,662.7414573,high income,JOHN & TONY'S PIZZA,1 AVENUE,6/18/2019
975,10065,Manhattan,15920,662.7414573,high income,AMARANTH,EAST   62 STREET,6/17/2019
976,10065,Manhattan,15920,662.7414573,high income,CLUB MACANUDO (CIGAR BAR),EAST   63 STREET,6/18/2019
977,10065,Manhattan,15920,662.7414573,high income,RAVAGH PERSIAN GRILL,1 AVENUE,6/18/2019
979,10065,Manhattan,15920,662.7414573,high income,GRIFFIS FACULTY CLUB,EAST   68 STREET,6/17/2019
981,10065,Manhattan,15920,662.7414573,high income,TREADWELL PARK/SUGAR EAST,1 AVENUE,6/18/2019
982,10065,Manhattan,15920,662.7414573,high income,DYLAN'S CANDY BAR,3 AVENUE,6/20/2019
983,10065,Manhattan,15920,662.7414573,high income,BARBARESCO,LEXINGTON AVENUE,6/18/2019
985,10065,Manhattan,15920,662.7414573,high income,ALICES TEA CUP CHAPTER 2,EAST   64 STREET,7/1/2019
986,10065,Manhattan,15920,662.7414573,high income,LOCO COCO,LEXINGTON AVENUE,6/26/2019
987,10065,Manhattan,15920,662.7414573,high income,GINZA,LEXINGTON AVENUE,6/17/2019
991,10065,Manhattan,15920,662.7414573,high income,KNICKERBOCKER CLUB,EAST   62 STREET,6/26/2019
992,10065,Manhattan,15920,662.7414573,high income,ARABELLE,EAST   64 STREET,7/1/2019
993,10065,Manhattan,15920,662.7414573,high income,MOTI MAHAL DELUX,1 AVENUE,6/17/2019
994,10065,Manhattan,15920,662.7414573,high income,KOME WAZA,1 AVENUE,6/20/2019
996,10065,Manhattan,15920,662.7414573,high income,"DUNKIN', BASKIN ROBBINS",1 AVENUE,6/14/2019
997,10065,Manhattan,15920,662.7414573,high income,CMX-CINEBISTRO,EAST   62 STREET,6/17/2019
998,10065,Manhattan,15920,662.7414573,high income,SERENA'S,2 AVENUE,6/20/2019
999,10065,Manhattan,15920,662.7414573,high income,GINA MEXICANA,EAST   61 STREET,6/18/2019
1001,10065,Manhattan,15920,662.7414573,high income,LUCISOUS THAI,1 AVENUE,6/18/2019
1002,10065,Manhattan,15920,662.7414573,high income,MEDITERRANEO,2 AVENUE,6/20/2019
1005,10065,Manhattan,15920,662.7414573,high income,FELICE 64 WINE BAR,1 AVENUE,6/18/2019
1006,10065,Manhattan,15920,662.7414573,high income,SOCIETY OF ILLUSTRATORS,EAST   63 STREET,6/25/2019
1009,10065,Manhattan,15920,662.7414573,high income,COLONY CLUB,PARK AVENUE,6/20/2019
1032,10021,Manhattan,23350,618.3508779,high income,LE CHARLOT,EAST   69 STREET,1/15/2020
1033,10021,Manhattan,23350,618.3508779,high income,NESPRESSO,MADISON AVENUE,1/13/2020
1034,10021,Manhattan,23350,618.3508779,high income,FLORA BAR,MADISON AVENUE,1/7/2020
1035,10021,Manhattan,23350,618.3508779,high income,MISSION CEVICHE,2 AVENUE,1/14/2020
1036,10021,Manhattan,23350,618.3508779,high income,ALEX CAFE & DELI,LEXINGTON AVENUE,1/3/2020
1037,10021,Manhattan,23350,618.3508779,high income,DOMINO'S PIZZA,1 AVENUE,1/7/2020
1039,10021,Manhattan,23350,618.3508779,high income,GOOD HEALTH CAFE,1 AVENUE,1/3/2020
1040,10021,Manhattan,23350,618.3508779,high income,BAREBURGER,1 AVENUE,1/13/2020
1041,10021,Manhattan,23350,618.3508779,high income,CAFE EVERGREEN,1 AVENUE,1/13/2020
1048,10021,Manhattan,23350,618.3508779,high income,LADUREE PARIS,MADISON AVENUE,1/15/2020
1049,10021,Manhattan,23350,618.3508779,high income,2ND AVENUE DELI,1 AVENUE,1/3/2020
1050,10021,Manhattan,23350,618.3508779,high income,PJ BERNSTEIN DELI & RESTAURANT,THIRD AVENUE,12/24/2019
1056,10021,Manhattan,23350,618.3508779,high income,INES CAFE,EAST   74 STREET,1/7/2020
1058,10021,Manhattan,23350,618.3508779,high income,SEPHORA CAFE 6,EAST   74 STREET,2/13/2020
1059,10021,Manhattan,23350,618.3508779,high income,SIX HAPPINESS,2 AVENUE,1/30/2020
1060,10021,Manhattan,23350,618.3508779,high income,NUMERO 28,1 AVENUE,1/30/2020
1061,10021,Manhattan,23350,618.3508779,high income,NAMASTE,1 AVENUE,2/5/2020
1062,10021,Manhattan,23350,618.3508779,high income,JOE & THE JUICE,3 AVENUE,1/30/2020
1065,10021,Manhattan,23350,618.3508779,high income,BOMBAY CHOWK,1 AVENUE,1/29/2020
1066,10021,Manhattan,23350,618.3508779,high income,JEAN CLAUDE FRENCH BISTRO,2 AVENUE,2/5/2020
1068,10021,Manhattan,23350,618.3508779,high income,LE REVEIL COFFEE SHOP,2 AVENUE,2/13/2020
1069,10021,Manhattan,23350,618.3508779,high income,OITA SUSHI,2 AVENUE,2/7/2020
1072,10021,Manhattan,23350,618.3508779,high income,Bigoi Venezia,2 AVENUE,1/27/2020
1088,10021,Manhattan,23350,618.3508779,high income,KO SUSHI,2 AVENUE,2/26/2020
1089,10021,Manhattan,23350,618.3508779,high income,SUSHI GAMA,2 AVENUE,2/26/2020
1092,10021,Manhattan,23350,618.3508779,high income,COME PRIMA,MADISON AVENUE,2/27/2020
1093,10021,Manhattan,23350,618.3508779,high income,GREEN BEAN CAFE,YORK AVENUE,3/9/2020
1094,10021,Manhattan,23350,618.3508779,high income,TENNY & BETSY,EAST   76 STREET,3/13/2020
1099,10021,Manhattan,23350,618.3508779,high income,CAMPAGNOLA RESTAURANT,1 AVENUE,2/21/2020
1104,10021,Manhattan,23350,618.3508779,high income,GINA LA FORNARINA,LEXINGTON AVENUE,2/21/2020
1106,10021,Manhattan,23350,618.3508779,high income,BAGELS & CO,EAST   76 STREET,3/6/2020
1109,10021,Manhattan,23350,618.3508779,high income,NINO'S RESTAURANT,1 AVENUE,2/27/2020
1113,10021,Manhattan,23350,618.3508779,high income,BOHEMIAN SPIRIT RESTAURANT,EAST   73 STREET,3/6/2020
1114,10021,Manhattan,23350,618.3508779,high income,HOTEL CARLYLE,EAST   76 STREET,3/2/2020
1115,10021,Manhattan,23350,618.3508779,high income,4TH FLOOR CAFE,EAST   71 STREET,2/28/2020
1116,10021,Manhattan,23350,618.3508779,high income,EATS,LEXINGTON AVENUE,2/28/2020
1117,10021,Manhattan,23350,618.3508779,high income,BRASSERIE COGNAC EAST,LEXINGTON AVENUE,2/21/2020
1118,10021,Manhattan,23350,618.3508779,high income,DIG INN,1 AVENUE,3/2/2020
1124,10021,Manhattan,23350,618.3508779,high income,THE HUNTERIAN,EAST   70 STREET,3/6/2020
1140,10021,Manhattan,23350,618.3508779,high income,JG MELON RESTAURANT,3 AVENUE,2/27/2020
1143,10021,Manhattan,23350,618.3508779,high income,DA CAPO,EAST   70 STREET,3/11/2020
1144,10021,Manhattan,23350,618.3508779,high income,MEMORIAL SLOAN KETTERING - PLAZA CAFE,EAST   74 STREET,3/11/2020
1145,10021,Manhattan,23350,618.3508779,high income,AFGHAN KEBAB HOUSE,2 AVENUE,3/11/2020
1146,10021,Manhattan,23350,618.3508779,high income,T-BAR STEAK & LOUNGE,3 AVENUE,3/13/2020
1148,10021,Manhattan,23350,618.3508779,high income,TANOSHI SUSHI SAKE BAR,YORK AVENUE,3/13/2020
1157,10021,Manhattan,23350,618.3508779,high income,NYC SQUEEZE,LEXINGTON AVENUE,10/21/2019
1158,10021,Manhattan,23350,618.3508779,high income,ZUCCHERO E POMODORI,2 AVENUE,10/31/2019
1159,10021,Manhattan,23350,618.3508779,high income,JONES WOOD FOUNDRY,EAST   76 STREET,10/26/2019
1160,10021,Manhattan,23350,618.3508779,high income,MURPHY'S LAW,EAST   70 STREET,10/22/2019
1161,10021,Manhattan,23350,618.3508779,high income,TANG'S GARDEN,3 AVENUE,10/31/2019
1162,10021,Manhattan,23350,618.3508779,high income,SUSHI ISHIKAWA,EAST   74 STREET,11/1/2019
1164,10021,Manhattan,23350,618.3508779,high income,PRET A MANGER,YORK AVENUE,10/8/2019
1166,10021,Manhattan,23350,618.3508779,high income,JUICE PRESS @ EQUINOX,2 AVENUE,10/22/2019
1168,10021,Manhattan,23350,618.3508779,high income,HANABI,2 AVENUE,10/29/2019
1169,10021,Manhattan,23350,618.3508779,high income,TANOSHI TEI,YORK AVENUE,10/31/2019
1187,10021,Manhattan,23350,618.3508779,high income,E.J LUNCHEONETTE,THIRD AVENUE,10/18/2019
1189,10021,Manhattan,23350,618.3508779,high income,FRANKIES CAFE,EAST   70 STREET,11/7/2019
1190,10021,Manhattan,23350,618.3508779,high income,STARBUCKS,EAST   69 STREET,11/12/2019
1191,10021,Manhattan,23350,618.3508779,high income,NYC HEALTH BAR,2 AVENUE,11/14/2019
1192,10021,Manhattan,23350,618.3508779,high income,NEIL'S COFFEE SHOP,LEXINGTON AVENUE,11/20/2019
1194,10021,Manhattan,23350,618.3508779,high income,5 NAPKIN,2 AVENUE,11/12/2019
1197,10021,Manhattan,23350,618.3508779,high income,STARBUCKS,1 AVENUE,11/8/2019
1199,10021,Manhattan,23350,618.3508779,high income,JOE & THE JUICE,LEXINGTON AVENUE,11/1/2019
1200,10021,Manhattan,23350,618.3508779,high income,VANGUARD WINE BAR,1 AVENUE,11/1/2019
1205,10021,Manhattan,23350,618.3508779,high income,A LA TURKA,2 AVENUE,11/18/2019
1208,10021,Manhattan,23350,618.3508779,high income,SAINT AMBROEUS CAFE AT SOTHEBY'S,YORK AVENUE,12/3/2019
1209,10021,Manhattan,23350,618.3508779,high income,SWEETGREEN,1 AVENUE,12/17/2019
1210,10021,Manhattan,23350,618.3508779,high income,PERSEPOLIS,2 AVENUE,12/17/2019
1211,10021,Manhattan,23350,618.3508779,high income,BELAIRE CAFE,EAST   71 STREET,12/17/2019
1212,10021,Manhattan,23350,618.3508779,high income,SESSION 73,1 AVENUE,12/13/2019
1213,10021,Manhattan,23350,618.3508779,high income,LA CROSTA RESTAURANT,EAST   72 STREET,12/4/2019
1214,10021,Manhattan,23350,618.3508779,high income,ELI ZABAR,MADISON AVENUE,12/12/2019
